chromosomes,Bos_taurus_2,Capra_hircus_2,Ceratotherium_simum_9,Equus_caballus_18,Giraffa_tippelskirchi_3,Gorilla_gorilla_3,Mus_musculus_2,Panthera_tigris_C1,Sus_scrofa_15,Tursiops_truncatus_7
uce-279_p1,0,0,0,0,0,0,0,0,0,0
uce-2790_p1,0,0,0,0,0,0,0,0,0,0
uce-2794_p1,0,0,0,0,0,0,0,0,0,0
uce-2795_p1,0,0,0,0,0,0,0,0,0,0
uce-2796_p1,0,0,0,0,0,0,0,0,0,0
uce-2797_p1,0,0,0,0,0,0,0,0,0,0
uce-2799_p1,0,0,0,0,0,0,0,0,0,0
uce-280_p4,1,1,1,1,1,1,0,1,1,1
uce-2800_p1,0,0,0,0,0,0,0,0,0,0
uce-2801_p1,0,0,0,0,0,0,0,0,0,0
uce-2802_p1,0,0,0,0,0,0,1,0,0,0
uce-2803_p1,0,0,0,0,0,0,0,0,0,0
uce-2809_p1,0,0,0,0,0,0,0,0,0,0
uce-2810_p1,0,0,0,0,0,0,0,0,0,0
uce-2812_p1,0,0,0,0,0,0,0,0,0,0
uce-2814_p1,0,0,0,0,0,0,0,0,0,0
uce-2815_p1,0,0,0,0,0,0,0,0,0,0
uce-2816_p1,0,0,0,0,0,0,0,0,0,0
uce-2817_p1,1,1,1,1,1,1,1,1,1,1
uce-2820_p1,0,0,0,0,0,0,0,0,0,0
uce-2821_p1,1,1,0,0,1,0,1,0,0,0
uce-2823_p1,1,1,0,0,1,1,0,1,1,1
uce-2825_p1,0,0,0,0,0,0,0,0,0,0
uce-2827_p1,0,0,0,0,0,0,0,0,0,0
uce-2828_p1,0,0,0,0,0,0,0,0,0,0
uce-2830_p1,0,0,0,0,0,0,0,0,0,0
uce-2831_p1,0,0,0,0,0,0,0,0,0,0
uce-2833_p1,0,0,0,0,0,0,0,0,0,0
uce-2834_p1,0,0,0,0,0,0,1,0,0,0
uce-2837_p1,0,0,0,0,0,0,0,0,0,0
uce-2839_p1,0,0,0,0,0,0,0,1,0,0
uce-2840_p1,0,0,0,0,0,0,0,1,0,0
uce-2841_p1,0,0,0,0,0,0,1,1,0,0
uce-2843_p1,0,0,0,0,0,0,0,0,0,0
uce-2844_p1,0,0,0,0,0,0,0,0,0,0
uce-2845_p1,0,0,0,0,0,0,0,0,0,0
uce-2846_p1,0,0,0,0,0,0,0,0,0,0
uce-2847_p1,0,0,0,0,0,0,0,0,0,0
uce-2848_p1,0,0,0,0,0,0,0,0,0,0
uce-2849_p1,0,0,0,0,0,0,0,0,0,0
uce-285_p3,0,0,0,0,0,0,0,0,0,0
uce-2850_p1,0,0,0,0,0,0,0,0,0,0
uce-2851_p1,1,1,1,1,1,1,0,1,1,1
uce-2853_p1,0,0,0,0,0,0,0,0,0,0
uce-2856_p1,0,0,0,0,0,0,0,0,0,0
uce-2857_p1,0,0,0,0,0,0,0,0,0,0
uce-286_p1,0,0,0,0,0,0,1,0,0,0
uce-2861_p1,0,0,0,0,0,0,0,0,0,0
uce-2864_p1,0,0,0,0,0,0,0,0,0,0
uce-2865_p1,0,0,0,0,0,0,0,0,0,0
uce-2866_p1,0,0,0,0,0,0,0,0,0,0
uce-2868_p1,0,0,0,0,0,0,0,0,0,0
uce-287_p2,0,0,0,0,0,0,0,0,0,0
uce-2870_p1,0,0,0,0,0,0,0,0,0,0
uce-2874_p1,0,0,0,0,0,0,0,0,0,0
uce-2875_p1,0,0,0,0,0,0,0,0,0,0
uce-2877_p1,0,0,0,0,0,0,0,0,0,0
uce-2878_p1,0,0,0,0,0,0,0,0,0,0
uce-2879_p1,0,0,0,0,0,0,0,0,0,0
uce-288_p1,0,0,0,0,0,0,0,0,0,0
uce-2881_p1,0,0,0,0,0,0,0,0,0,0
uce-2882_p1,0,0,0,0,0,0,0,0,0,0
uce-2886_p1,0,0,0,0,0,0,0,0,0,0
uce-2887_p1,0,0,0,0,0,0,0,0,0,0
uce-2888_p1,0,0,0,0,1,0,0,0,0,0
uce-2889_p1,0,0,0,0,0,0,0,0,0,0
uce-2890_p1,0,0,0,0,0,0,0,0,0,0
uce-2892_p1,0,0,0,0,0,0,0,0,0,0
uce-2893_p1,0,0,0,0,0,0,0,0,0,0
uce-2895_p1,0,0,0,0,0,0,0,0,0,0
uce-2897_p1,0,0,0,0,0,0,0,0,0,0
uce-2899_p1,0,0,0,0,0,0,0,0,0,0
uce-29_p1,0,0,0,0,0,0,0,0,0,0
uce-290_p2,0,0,0,0,0,0,0,0,0,0
uce-2901_p1,0,0,0,0,0,0,0,0,0,0
uce-2902_p1,0,0,0,0,0,0,0,0,0,0
uce-2903_p1,0,0,0,0,0,0,0,0,0,0
uce-2905_p1,0,0,0,0,0,0,0,0,0,0
uce-2907_p1,0,0,0,0,0,0,0,0,0,0
uce-2908_p1,0,0,0,0,0,0,0,0,0,0
uce-2909_p1,0,0,0,0,0,0,0,0,0,0
uce-291_p2,0,0,0,0,0,0,0,0,0,0
uce-2910_p1,0,0,0,0,0,0,0,0,0,0
uce-2911_p1,0,0,0,0,0,0,0,0,0,0
uce-2915_p1,1,1,1,1,1,1,0,1,1,1
uce-2917_p1,0,0,0,0,0,0,0,0,0,0
uce-292_p1,0,0,0,0,0,0,0,0,0,0
uce-2920_p1,0,0,0,0,0,0,0,0,0,0
uce-2921_p1,0,0,0,0,0,0,0,0,0,0
uce-2922_p1,0,0,0,0,0,0,1,0,0,0
uce-2923_p1,0,0,0,0,0,0,0,0,0,0
uce-2924_p1,0,0,0,0,0,0,0,0,0,0
uce-2925_p1,0,0,0,0,0,0,0,0,0,0
uce-2926_p1,0,0,0,0,0,0,1,0,0,0
uce-2927_p1,0,0,0,0,0,0,0,0,0,0
uce-2930_p1,0,0,0,0,0,0,0,0,0,0
uce-2933_p1,0,0,0,0,0,0,0,0,0,0
uce-2936_p1,0,0,0,0,0,0,0,0,0,0
uce-2937_p1,0,0,0,0,0,0,0,0,0,0
uce-2938_p1,0,0,0,0,0,0,0,1,0,0
uce-2939_p1,0,0,0,0,0,0,0,0,0,0
uce-294_p2,0,0,0,0,0,0,0,0,0,0
uce-2940_p1,0,0,0,0,0,0,0,0,0,0
uce-2941_p1,0,0,0,0,0,0,0,0,0,0
uce-2943_p1,0,0,0,0,0,0,0,0,0,0
uce-2950_p1,0,0,0,0,0,0,0,0,0,0
uce-2952_p1,0,0,0,0,0,0,0,0,0,0
uce-2953_p1,0,0,0,0,0,0,0,0,0,0
uce-2954_p1,0,0,0,0,0,0,0,0,0,0
uce-2955_p1,0,0,0,0,0,0,0,0,0,0
uce-2958_p1,0,0,0,0,0,0,1,0,0,0
uce-2959_p1,0,0,0,0,0,0,0,0,0,0
uce-2960_p1,0,0,0,0,0,0,0,0,0,0
uce-2962_p1,0,0,0,0,0,0,0,0,0,0
uce-2963_p1,0,0,0,0,0,0,1,0,0,0
uce-2964_p1,0,0,0,0,0,0,0,0,0,0
uce-2965_p1,0,0,0,0,0,0,0,0,0,0
uce-2966_p1,0,0,0,0,0,0,0,0,0,0
uce-2968_p1,0,0,0,0,0,0,0,0,0,0
uce-2969_p1,0,0,0,0,0,0,0,0,0,0
uce-297_p3,0,0,0,0,0,0,0,0,0,0
uce-2970_p1,0,0,0,0,1,0,0,0,0,0
uce-2971_p1,0,0,0,0,0,0,0,0,0,0
uce-2973_p1,0,0,0,0,0,0,0,0,0,0
uce-2978_p1,0,0,0,0,0,0,0,0,0,0
uce-298_p3,0,0,0,0,0,0,0,0,0,0
uce-298_p4,0,0,0,0,0,0,0,0,0,0
uce-2980_p1,0,0,0,0,0,0,0,0,0,0
uce-2981_p1,0,0,0,0,0,0,1,0,0,0
uce-2982_p1,0,0,0,0,0,0,0,0,0,0
uce-2987_p1,0,0,0,0,0,0,0,1,0,0
uce-299_p2,1,1,1,1,1,1,1,1,1,1
uce-2991_p1,0,0,0,0,0,0,1,0,0,0
uce-2992_p1,0,0,0,0,0,0,0,0,0,0
uce-2994_p1,0,0,0,0,0,0,0,0,0,0
uce-2995_p1,0,0,0,0,0,0,0,0,0,0
uce-2997_p1,0,0,0,0,0,0,0,0,0,0
uce-2998_p1,1,1,1,1,1,1,1,1,1,1
uce-2999_p1,0,0,0,0,0,0,0,0,0,0
uce-3_p1,0,0,0,0,0,0,0,0,0,0
uce-300_p1,0,0,0,0,0,0,0,0,0,0
uce-3000_p1,0,0,0,0,0,0,0,0,0,0
uce-3003_p1,0,0,0,0,0,0,0,0,0,0
uce-3004_p1,0,0,0,0,0,0,0,0,0,0
uce-3008_p1,0,0,0,0,0,0,0,0,0,0
uce-3009_p1,0,0,0,0,0,0,0,0,0,0
uce-301_p2,0,0,0,0,0,0,0,0,0,0
uce-3010_p1,0,0,0,0,0,0,0,0,0,0
uce-3011_p1,0,0,0,0,0,0,0,0,0,0
uce-3013_p1,0,0,0,0,0,0,0,0,0,0
uce-3014_p1,0,0,0,0,0,0,0,0,0,0
uce-3016_p1,0,0,0,0,0,0,0,0,0,0
uce-3018_p1,0,0,0,0,0,0,0,0,0,0
uce-3020_p1,0,0,0,0,0,0,0,0,0,0
uce-3024_p1,0,0,0,0,0,0,0,0,0,0
uce-3025_p1,0,0,0,0,0,0,0,0,0,0
uce-3026_p1,0,0,0,0,0,0,0,0,0,0
uce-3027_p1,0,0,0,0,0,0,0,0,0,0
uce-3028_p1,1,1,1,1,1,1,1,1,1,1
uce-3030_p1,0,0,0,0,0,0,0,0,0,0
uce-3031_p1,1,1,1,1,1,0,0,1,1,1
uce-3032_p1,1,1,1,1,1,1,1,1,1,1
uce-3033_p1,0,0,0,0,0,0,0,0,0,0
uce-3036_p1,0,0,0,0,0,0,1,0,0,0
uce-3038_p1,0,0,0,0,0,0,0,0,0,0
uce-3039_p1,0,0,0,0,0,0,0,0,0,0
uce-3042_p1,0,0,0,0,0,0,0,0,0,0
uce-3043_p1,0,0,0,0,1,0,0,0,0,0
uce-3044_p1,0,0,0,0,0,0,0,0,0,0
uce-3046_p1,0,0,0,0,0,0,0,0,0,0
uce-3049_p1,1,1,1,1,1,1,0,1,1,1
uce-305_p1,0,0,0,0,0,0,0,0,0,0
uce-3051_p1,0,0,0,0,0,0,0,0,0,0
uce-3053_p1,0,0,0,0,0,0,0,0,0,0
uce-3054_p1,0,0,0,0,0,0,0,0,0,0
uce-3055_p1,0,0,0,0,0,0,0,1,0,0
uce-3057_p1,1,1,1,1,1,1,0,1,1,1
uce-3058_p1,0,0,0,0,0,0,0,0,0,0
uce-3059_p1,0,0,0,0,0,0,0,0,0,0
uce-3061_p1,0,0,0,0,0,0,0,0,0,0
uce-3062_p1,0,0,0,0,0,0,0,0,0,0
uce-3065_p1,0,1,0,0,0,0,0,0,0,0
uce-3067_p1,0,0,0,0,0,0,0,0,1,0
uce-3068_p1,0,0,0,0,0,0,0,0,0,0
uce-3069_p1,0,0,0,0,0,0,0,0,0,0
uce-3070_p1,0,0,0,0,0,0,0,0,0,0
uce-3071_p1,0,0,0,0,1,0,0,0,0,0
uce-3072_p1,0,0,0,0,0,0,0,0,0,0
uce-3074_p1,0,0,0,0,0,0,0,0,0,0
uce-3077_p1,0,0,0,0,0,0,0,0,0,0
uce-3078_p1,0,0,0,0,0,0,0,0,0,0
uce-3079_p1,0,0,0,0,0,0,1,0,0,0
uce-308_p1,0,0,0,0,0,0,0,0,0,0
uce-3081_p1,0,0,0,0,0,0,0,1,0,0
uce-3082_p1,1,1,1,1,1,1,1,1,1,1
uce-3083_p1,0,0,0,0,0,0,0,0,0,0
uce-3084_p1,0,0,0,0,0,0,0,1,0,0
uce-3085_p1,0,0,0,0,0,0,0,0,0,0
uce-3089_p1,0,0,0,0,0,0,0,0,0,0
uce-309_p4,0,0,0,0,0,0,0,0,0,0
uce-3092_p1,0,0,0,0,0,0,0,1,0,0
uce-3093_p1,0,0,0,0,0,0,0,0,0,0
uce-3095_p1,0,0,0,0,0,0,0,0,0,0
uce-3096_p1,0,0,0,0,0,0,0,1,0,0
uce-3097_p1,0,0,0,0,0,0,0,0,0,0
uce-3099_p1,0,0,0,0,0,0,0,0,0,0
uce-3100_p1,0,0,0,0,0,0,0,0,0,0
uce-3101_p1,0,0,0,0,0,0,0,1,0,0
uce-3104_p1,0,0,0,0,0,0,0,0,0,0
uce-3105_p1,0,0,0,0,0,0,0,0,0,0
uce-3106_p1,0,0,0,0,0,0,0,0,1,0
uce-3109_p1,0,0,0,0,0,0,0,0,0,0
uce-3110_p1,0,0,0,0,0,0,0,0,0,0
uce-3113_p1,0,0,0,0,0,0,0,0,0,0
uce-3114_p1,0,0,0,0,0,0,0,0,0,0
uce-3115_p1,0,0,0,0,0,0,0,0,0,0
uce-3116_p1,0,0,0,0,0,0,0,0,0,0
uce-3117_p1,0,0,0,0,0,0,0,0,0,0
uce-3121_p1,0,0,0,0,0,0,1,0,0,0
uce-3122_p1,0,0,0,0,0,0,0,1,0,0
uce-3126_p1,0,0,0,0,0,0,0,0,0,0
uce-3129_p1,0,0,0,0,0,0,0,0,0,0
uce-3130_p1,0,0,0,0,0,0,1,0,0,0
uce-3131_p1,0,0,0,0,0,0,0,0,0,0
uce-3134_p1,1,1,1,1,1,1,1,1,1,1
uce-3135_p1,0,0,0,0,0,0,0,0,0,0
uce-3137_p1,0,0,0,0,0,0,0,0,0,0
uce-3138_p1,0,0,1,0,1,0,0,1,1,1
uce-3139_p1,0,0,0,0,0,0,0,0,0,0
uce-314_p2,0,0,0,0,0,0,0,0,0,0
uce-314_p3,0,0,0,0,0,0,0,0,0,0
uce-3140_p1,0,0,0,0,0,0,0,0,0,0
uce-3141_p1,0,0,0,0,0,0,0,0,0,0
uce-3144_p1,0,0,0,0,0,0,0,0,0,0
uce-315_p1,0,0,0,0,0,0,1,0,0,0
uce-3154_p1,0,0,0,0,0,0,0,0,0,0
uce-3156_p1,0,0,0,0,0,0,0,0,0,0
uce-3157_p1,0,0,0,0,0,0,0,0,0,0
uce-3158_p1,0,0,0,0,0,0,0,0,0,0
uce-3159_p1,0,0,0,0,0,0,0,1,0,0
uce-3160_p1,0,0,0,0,0,0,0,0,0,0
uce-3161_p1,0,0,0,0,0,0,0,1,0,0
uce-3163_p1,0,0,0,0,0,1,0,1,1,1
uce-3167_p1,0,0,0,0,0,0,0,0,0,0
uce-3169_p1,0,0,0,0,0,0,0,0,0,0
uce-317_p2,0,0,0,0,0,0,0,0,0,0
uce-317_p3,0,0,0,0,0,0,0,0,0,0
uce-3170_p1,0,0,0,0,0,0,1,0,0,0
uce-3174_p1,0,0,0,0,0,0,0,0,0,0
uce-3175_p1,0,0,0,0,0,0,0,0,0,0
uce-3177_p1,0,0,0,0,0,0,0,0,0,0
uce-3178_p1,0,0,0,0,0,0,0,0,0,0
uce-3179_p1,0,0,0,0,0,0,0,0,0,0
uce-318_p3,0,0,0,0,0,0,0,0,0,0
uce-318_p4,0,0,0,0,0,0,0,0,0,0
uce-3180_p1,0,0,0,0,0,0,0,0,0,0
uce-3181_p1,0,0,0,0,0,0,0,0,0,0
uce-3183_p1,0,0,0,0,0,0,0,0,0,0
uce-3184_p1,1,1,0,0,1,1,0,0,1,1
uce-3185_p1,0,0,0,0,0,0,0,0,0,0
uce-3186_p1,0,0,0,0,0,0,0,0,0,0
uce-3187_p1,0,0,0,0,0,0,0,0,0,0
uce-3188_p1,0,0,0,0,0,0,0,0,0,0
uce-3189_p1,0,0,0,0,0,0,0,0,0,0
uce-319_p1,0,0,0,0,0,0,0,0,0,0
uce-3191_p1,0,0,0,0,0,0,0,0,0,0
uce-3193_p1,0,0,0,0,0,0,0,0,0,0
uce-3194_p1,0,0,0,0,0,0,0,0,0,0
uce-3198_p1,0,0,0,0,0,0,0,0,0,0
uce-3199_p1,0,0,0,0,0,0,0,0,0,0
uce-320_p1,1,1,1,1,1,1,1,1,1,1
uce-3200_p1,0,0,0,0,0,0,0,0,0,0
uce-3202_p1,0,0,0,0,0,0,0,0,0,0
uce-3208_p1,0,0,0,0,0,0,0,0,0,0
uce-3211_p1,0,0,0,0,0,0,0,1,0,0
uce-3212_p1,0,0,0,0,0,0,0,0,0,0
uce-3213_p1,0,0,0,0,0,0,0,0,0,0
uce-3214_p1,0,0,0,0,0,0,0,0,0,0
uce-3215_p1,0,0,0,0,0,0,1,0,0,0
uce-3217_p1,0,0,0,0,0,0,0,0,0,0
uce-3219_p1,0,0,0,0,0,0,0,0,0,0
uce-322_p1,0,0,0,0,0,0,0,0,0,0
uce-322_p2,0,0,0,0,0,0,0,0,0,0
uce-3222_p1,0,0,0,0,0,0,0,0,0,0
uce-3223_p1,0,0,0,0,0,0,0,0,0,0
uce-3224_p1,0,0,0,0,0,0,0,0,0,0
uce-3225_p1,0,0,0,0,0,0,0,0,0,0
uce-3227_p1,0,0,0,0,0,0,0,1,0,0
uce-3228_p1,0,0,0,0,0,0,0,0,0,0
uce-323_p1,0,0,0,0,0,0,0,0,0,0
uce-323_p2,0,0,0,0,0,0,0,0,0,0
uce-3231_p1,0,0,0,0,0,0,0,0,0,0
uce-3233_p1,0,0,0,0,0,0,0,0,0,0
uce-3234_p1,0,0,0,0,0,0,0,0,0,0
uce-3235_p1,0,0,0,0,0,0,0,0,0,0
uce-3238_p1,0,0,0,0,0,0,0,0,0,0
uce-3239_p1,0,0,0,0,0,0,0,0,0,0
uce-3241_p1,0,0,0,0,0,0,0,0,0,0
uce-3242_p1,0,0,0,0,0,0,0,1,0,0
uce-3243_p1,0,0,0,0,0,0,0,0,0,0
uce-3244_p1,0,0,0,0,0,0,0,0,0,0
uce-3246_p1,0,0,0,0,0,0,0,0,0,0
uce-3247_p1,0,0,0,0,0,0,0,0,0,0
uce-3248_p1,1,1,1,1,1,1,1,1,1,1
uce-3249_p1,0,0,0,0,0,0,0,0,0,0
uce-325_p1,0,0,0,0,0,0,0,1,0,0
uce-3251_p1,0,0,0,0,1,0,0,0,0,0
uce-3252_p1,0,0,0,0,0,0,0,0,0,0
uce-3257_p1,0,0,0,0,0,0,0,0,0,0
uce-3258_p1,0,0,0,0,0,0,0,0,0,0
uce-3259_p1,0,0,0,0,0,0,0,0,0,0
uce-326_p1,0,0,0,0,0,0,1,0,0,0
uce-326_p2,0,0,0,0,0,0,1,0,0,0
uce-326_p3,0,0,0,0,0,0,1,0,0,0
uce-326_p4,0,0,0,0,0,0,1,0,0,0
uce-3260_p1,0,0,0,0,0,0,0,0,0,0
uce-3262_p1,0,0,0,0,0,0,0,0,0,0
uce-3263_p1,0,0,0,0,0,0,0,0,0,0
uce-3264_p1,0,0,0,0,0,0,0,0,0,0
uce-3265_p1,0,0,0,0,1,0,0,0,0,0
uce-3267_p1,0,0,0,0,0,0,0,0,0,0
uce-327_p1,0,0,0,0,0,0,0,1,0,0
uce-3273_p1,0,0,0,0,0,0,0,0,0,0
uce-3274_p1,0,0,0,0,0,0,0,0,0,0
uce-3277_p1,0,0,0,0,0,0,0,0,0,0
uce-3278_p1,0,0,0,0,0,0,0,0,0,0
uce-3279_p1,0,0,0,0,0,0,0,0,0,0
uce-3280_p1,0,0,0,0,0,0,0,0,0,0
uce-3281_p1,0,0,0,0,0,0,0,0,0,0
uce-3282_p1,0,0,0,0,0,0,0,0,0,0
uce-3284_p1,0,0,0,0,0,0,0,0,0,0
uce-3285_p1,0,0,0,0,0,0,0,0,0,0
uce-3287_p1,0,0,0,0,0,0,0,0,0,0
uce-3288_p1,0,0,0,0,0,0,0,0,0,0
uce-3291_p1,1,1,1,1,1,1,1,1,1,1
uce-3294_p1,0,0,0,0,0,0,0,1,0,0
uce-3297_p1,0,0,0,0,0,0,0,0,0,0
uce-33_p4,0,0,0,0,0,0,0,0,0,0
uce-330_p2,0,0,0,0,0,0,0,0,0,0
uce-330_p3,0,0,0,0,0,0,0,0,0,0
uce-330_p4,0,0,0,0,0,0,0,0,0,0
uce-330_p5,0,0,0,0,0,0,0,0,0,0
uce-3300_p1,0,0,0,0,0,0,0,0,0,0
uce-3302_p1,0,0,0,0,0,0,0,0,0,0
uce-3303_p1,0,0,0,0,0,0,0,0,0,0
uce-3304_p1,0,0,0,0,0,0,0,0,0,0
uce-3307_p1,0,0,0,0,0,0,0,0,0,0
uce-3308_p1,0,0,0,0,0,1,0,1,1,1
uce-3309_p1,1,1,1,1,1,1,1,1,1,1
uce-3310_p1,0,0,0,0,0,0,0,0,0,0
uce-3312_p1,0,0,0,0,0,0,0,0,0,0
uce-3313_p1,0,0,0,0,0,0,0,0,0,0
uce-3314_p1,0,0,0,0,0,0,1,0,0,0
uce-3316_p1,0,0,0,0,0,0,0,0,0,0
uce-3317_p1,0,0,0,0,0,0,0,1,0,0
uce-3318_p1,0,0,0,0,0,0,0,0,0,0
uce-3319_p1,0,0,0,0,0,0,0,0,0,0
uce-3320_p1,0,0,0,0,0,0,1,0,0,0
uce-3322_p1,0,0,0,0,0,0,0,0,0,0
uce-3323_p1,1,1,1,1,1,1,1,1,1,1
uce-3324_p1,0,0,0,0,0,0,0,0,0,0
uce-3326_p1,0,0,0,0,0,0,0,0,0,0
uce-3327_p1,0,0,0,0,0,0,0,0,0,0
uce-3328_p1,0,0,0,0,0,0,0,0,0,0
uce-3329_p1,0,0,0,0,1,0,0,0,0,0
uce-333_p2,0,0,0,0,0,0,0,0,0,0
uce-3330_p1,0,0,0,0,0,0,0,0,0,0
uce-3331_p1,0,0,0,0,0,0,0,0,0,0
uce-3332_p1,0,0,0,0,0,0,0,1,0,0
uce-3333_p1,0,0,0,0,0,0,0,0,0,0
uce-3334_p1,0,0,0,0,0,0,0,0,0,0
uce-3335_p1,1,1,1,1,1,1,1,1,1,1
uce-3336_p1,0,0,0,0,0,0,0,0,0,0
uce-3337_p1,0,0,0,0,0,0,0,0,0,0
uce-3338_p1,1,1,1,1,1,1,1,1,1,1
uce-334_p6,1,1,1,1,1,1,1,1,1,1
uce-3340_p1,0,0,0,0,0,0,0,0,0,0
uce-3341_p1,0,0,0,0,0,0,0,0,0,0
uce-3345_p1,0,0,0,0,0,0,0,0,0,0
uce-3346_p1,1,1,1,1,1,1,0,1,1,1
uce-3348_p1,0,0,0,0,0,0,0,0,0,0
uce-3349_p1,0,0,0,0,0,0,1,0,0,0
uce-335_p1,0,0,0,0,0,0,0,0,0,0
uce-335_p2,0,0,0,0,0,0,0,0,0,0
uce-335_p3,0,0,0,0,0,0,0,0,0,0
uce-3350_p1,0,0,0,0,0,0,0,0,0,0
uce-3352_p1,0,0,0,0,0,0,0,0,0,0
uce-3353_p1,0,0,0,0,0,0,0,0,0,0
uce-3354_p1,0,0,0,0,0,0,0,0,1,0
uce-3355_p1,0,0,0,0,0,0,0,0,0,0
uce-3356_p1,0,0,0,0,0,0,0,0,0,0
uce-3358_p1,0,0,0,0,0,0,0,0,0,0
uce-3359_p1,0,0,0,0,0,0,0,0,0,0
uce-336_p2,0,0,0,0,0,0,0,0,0,0
uce-3360_p1,0,0,0,0,0,0,0,0,0,0
uce-3361_p1,0,0,0,0,0,0,0,0,0,0
uce-3363_p1,0,0,0,0,0,0,0,0,0,0
uce-3366_p1,0,0,0,0,0,0,0,0,0,0
uce-3368_p1,0,0,0,0,0,0,0,0,0,0
uce-3369_p1,0,0,0,0,0,0,0,1,0,0
uce-337_p2,0,0,0,0,0,0,0,0,0,0
uce-3371_p1,1,1,0,0,1,1,0,1,1,1
uce-3373_p1,0,0,0,0,0,0,1,0,0,0
uce-3376_p1,1,1,1,1,1,1,1,1,1,1
uce-3377_p1,1,1,1,1,1,1,1,1,1,0
uce-3378_p1,0,0,0,0,0,0,0,1,0,0
uce-3379_p1,1,1,1,1,1,1,0,1,1,1
uce-338_p1,0,0,0,0,0,0,0,0,0,0
uce-338_p2,0,0,0,0,0,0,0,0,0,0
uce-338_p3,0,0,0,0,0,0,0,0,0,0
uce-3380_p1,1,1,1,1,1,1,1,1,1,1
uce-3381_p1,0,0,0,0,0,0,0,1,0,0
uce-3383_p1,0,0,0,0,0,0,0,0,0,0
uce-3384_p1,1,1,1,1,1,1,1,1,1,1
uce-3387_p1,0,0,0,0,0,0,0,0,0,0
uce-3392_p1,0,0,0,0,0,0,0,0,0,0
uce-3394_p1,0,0,0,0,0,0,0,0,0,0
uce-3398_p1,0,0,0,0,0,0,0,0,0,0
uce-34_p2,0,0,0,0,0,0,0,0,0,0
uce-3400_p1,0,0,0,0,0,0,1,0,0,0
uce-3402_p1,0,0,0,0,0,0,0,0,0,0
uce-3406_p1,0,0,0,0,0,0,0,0,0,0
uce-3407_p1,0,0,0,0,0,0,0,0,0,0
uce-3410_p1,0,0,0,0,0,0,0,1,0,0
uce-3412_p1,0,0,0,0,0,0,0,0,0,0
uce-3416_p1,0,0,0,0,0,0,0,0,0,0
uce-3417_p1,0,0,0,0,0,0,0,0,0,0
uce-3419_p1,0,0,0,0,0,0,0,0,0,0
uce-342_p1,0,0,0,0,0,0,0,0,0,0
uce-342_p2,0,0,0,0,0,0,0,0,0,0
uce-342_p3,0,0,0,0,0,0,0,0,0,0
uce-342_p4,0,0,0,0,0,0,0,0,0,0
uce-3420_p1,0,0,0,0,0,0,0,0,0,0
uce-3421_p1,0,0,0,0,0,0,0,0,0,0
uce-3422_p1,0,0,0,0,0,0,0,0,0,0
uce-3423_p1,0,0,0,0,0,0,0,1,0,0
uce-3425_p1,0,0,0,0,0,0,0,0,0,0
uce-3426_p1,0,0,0,0,0,0,0,0,0,0
uce-3427_p1,0,0,0,0,0,0,0,0,0,0
uce-3429_p1,0,0,0,0,0,0,1,0,0,0
uce-343_p2,0,0,0,0,0,0,0,0,0,0
uce-3430_p1,0,0,0,0,0,0,0,0,0,0
uce-3432_p1,0,0,0,0,0,0,0,0,0,0
uce-3434_p1,0,0,0,0,0,0,0,0,0,0
uce-3436_p1,1,1,1,1,1,1,1,1,1,1
uce-344_p1,0,0,0,0,0,0,0,1,0,0
uce-3440_p1,0,0,0,0,0,0,0,0,0,0
uce-3441_p1,1,1,1,1,1,1,0,1,1,1
uce-3442_p1,1,1,1,1,1,1,0,1,1,1
uce-3443_p1,0,0,0,0,0,0,0,0,0,0
uce-3444_p1,0,0,0,0,0,0,0,0,0,0
uce-3445_p1,0,0,0,0,0,0,0,0,0,0
uce-3446_p1,0,0,0,0,0,0,0,0,0,0
uce-3448_p1,0,0,0,0,0,0,1,0,0,0
uce-3449_p1,0,0,0,0,0,0,0,0,0,0
uce-345_p2,0,0,0,0,0,0,0,0,0,0
uce-3452_p1,0,0,0,0,0,0,0,0,0,0
uce-3454_p1,0,0,0,0,0,0,0,1,0,0
uce-3455_p1,0,0,0,0,0,0,0,0,0,0
uce-3456_p1,0,0,0,0,0,0,0,0,0,0
uce-346_p2,0,0,0,0,0,0,0,0,0,0
uce-3462_p1,1,1,1,1,1,1,1,1,1,1
uce-3463_p1,0,0,0,0,0,0,0,0,1,0
uce-3465_p1,0,0,0,0,0,0,0,0,0,0
uce-3466_p1,0,0,0,0,0,0,0,0,0,0
uce-3468_p1,0,0,0,0,0,0,0,0,0,0
uce-3469_p1,0,0,0,0,0,0,0,0,0,0
uce-347_p3,0,0,0,0,0,0,0,0,0,0
uce-3470_p1,0,0,0,0,0,0,0,0,0,0
uce-3471_p1,0,0,0,0,0,0,0,0,0,0
uce-3472_p1,1,1,1,1,1,1,1,1,1,1
uce-3473_p1,0,0,0,0,1,0,0,0,0,0
uce-3475_p1,0,0,0,0,0,0,1,0,0,0
uce-3476_p1,1,1,0,1,1,0,0,1,1,1
uce-3479_p1,0,0,0,0,0,0,0,0,0,0
uce-348_p2,0,0,0,0,0,0,0,0,0,0
uce-3481_p1,0,0,0,0,0,0,0,1,0,0
uce-3482_p1,0,0,0,0,1,0,0,0,0,0
uce-3483_p1,0,0,0,0,0,0,0,0,0,0
uce-3484_p1,0,0,0,0,1,0,0,0,0,0
