chromosomes,Bos_taurus_2,Capra_hircus_2,Ceratotherium_simum_9,Equus_caballus_18,Giraffa_tippelskirchi_3,Gorilla_gorilla_3,Mus_musculus_2,Panthera_tigris_C1,Sus_scrofa_15,Tursiops_truncatus_7
uce-1535_p2,0,0,0,0,0,0,0,0,0,0
uce-1538_p2,0,0,0,0,0,0,0,0,0,0
uce-1539_p1,0,0,0,0,0,0,0,0,0,0
uce-154_p1,0,0,0,0,0,0,0,0,0,0
uce-1540_p2,0,0,0,0,0,0,0,0,0,0
uce-1544_p2,0,0,0,0,0,0,0,0,0,0
uce-1545_p2,0,0,0,0,0,0,1,0,0,0
uce-1547_p1,0,0,0,0,0,0,0,0,0,0
uce-1550_p2,0,0,0,0,0,0,1,0,0,0
uce-1552_p1,0,0,0,0,0,0,0,0,0,0
uce-1555_p4,0,0,0,0,0,0,0,0,0,0
uce-1556_p1,0,0,0,0,0,0,0,0,0,0
uce-1558_p1,0,0,0,0,0,0,0,0,0,0
uce-1560_p1,0,0,0,0,0,0,0,0,0,0
uce-1561_p1,0,0,0,0,0,0,0,0,0,0
uce-1561_p2,0,0,0,0,0,0,0,0,0,0
uce-1562_p2,0,0,0,0,0,0,0,0,0,0
uce-1563_p1,0,0,0,0,0,0,0,0,0,0
uce-1563_p2,0,0,0,0,0,0,0,0,0,0
uce-1564_p1,0,0,0,0,0,0,0,0,0,0
uce-1565_p3,0,0,0,0,0,0,0,0,0,0
uce-1566_p2,0,0,0,0,0,0,1,0,0,0
uce-1568_p2,0,0,0,0,0,0,0,0,0,0
uce-1569_p1,0,0,0,0,0,0,0,0,0,0
uce-1569_p2,0,0,0,0,0,0,0,0,0,0
uce-157_p1,0,0,0,0,0,0,0,0,0,0
uce-1570_p3,0,0,0,0,0,0,1,0,0,0
uce-1572_p2,0,0,0,0,0,0,0,0,0,0
uce-1573_p1,0,0,0,0,0,0,0,1,0,0
uce-1576_p1,0,0,0,0,0,0,0,0,0,0
uce-1579_p3,0,0,0,0,0,0,0,0,0,0
uce-1580_p6,0,0,0,0,0,0,0,1,0,0
uce-1581_p3,0,0,0,0,0,0,0,1,0,0
uce-1582_p5,0,0,0,0,0,0,0,0,0,0
uce-1586_p1,0,0,0,0,0,0,0,0,0,0
uce-1588_p1,1,1,1,1,1,1,1,1,1,1
uce-1588_p2,1,1,1,1,1,1,1,1,1,1
uce-1588_p3,1,1,1,1,1,1,1,1,1,1
uce-1588_p4,1,1,1,1,1,1,1,1,1,1
uce-1590_p1,0,0,0,0,0,0,0,0,0,0
uce-1590_p2,0,0,0,0,0,0,0,0,0,0
uce-1591_p1,0,0,0,0,0,0,0,0,0,0
uce-1591_p2,0,0,0,0,0,0,0,0,0,0
uce-1597_p2,0,0,0,0,0,0,0,0,0,0
uce-1598_p2,0,0,0,0,0,0,0,0,0,0
uce-1598_p3,0,0,0,0,0,0,0,0,0,0
uce-1598_p4,0,0,0,0,0,0,0,0,0,0
uce-1598_p5,0,0,0,0,0,0,0,0,0,0
uce-16_p1,0,0,0,0,0,0,0,0,1,0
uce-1600_p1,0,0,0,0,0,0,0,0,0,0
uce-1601_p1,0,0,0,0,0,0,0,0,0,0
uce-1602_p1,0,0,0,0,0,0,1,0,0,0
uce-1603_p1,0,0,0,0,0,0,0,0,0,0
uce-1606_p2,0,0,0,0,0,0,0,0,0,0
uce-161_p2,0,0,0,0,0,0,0,1,0,0
uce-1610_p3,0,0,0,0,0,0,0,1,0,0
uce-1611_p1,1,1,1,1,1,1,0,1,1,1
uce-1611_p2,1,1,1,1,1,1,0,1,1,1
uce-1611_p3,1,1,1,1,1,1,0,1,1,1
uce-1611_p4,1,1,1,1,1,1,0,1,1,1
uce-1611_p5,1,1,1,1,1,1,0,1,1,1
uce-1611_p6,1,1,1,1,1,1,0,1,1,1
uce-1613_p1,0,0,0,0,0,0,0,0,0,0
uce-1614_p2,0,0,0,0,0,0,0,0,0,0
uce-1616_p2,0,0,0,0,0,0,0,0,0,0
uce-1618_p1,0,0,0,0,0,0,0,0,0,0
uce-162_p2,1,1,1,1,1,1,0,1,1,1
uce-1622_p1,0,0,0,0,0,0,1,0,0,0
uce-1624_p1,0,0,0,0,0,0,0,0,0,0
uce-1624_p2,0,0,0,0,0,0,0,0,0,0
uce-1625_p1,1,1,1,1,1,1,0,1,1,1
uce-1629_p1,0,0,0,0,0,0,0,0,0,0
uce-1630_p6,0,0,0,0,0,0,0,0,0,0
uce-1631_p1,0,0,0,0,0,0,0,0,0,0
uce-1633_p1,0,0,0,0,0,0,0,0,0,0
uce-1634_p1,0,0,0,0,0,0,0,0,0,0
uce-1636_p3,0,0,0,0,0,0,0,0,0,0
uce-1639_p5,0,0,0,0,0,0,0,0,0,0
uce-164_p2,0,0,0,0,0,0,0,1,0,0
uce-1641_p1,0,0,0,0,0,0,0,0,0,0
uce-1642_p2,0,0,0,0,0,0,0,0,0,0
uce-1643_p1,0,0,0,0,0,0,0,0,0,0
uce-1644_p2,0,0,0,0,0,0,1,0,0,0
uce-1645_p1,0,0,0,0,0,0,0,0,0,0
uce-1648_p1,0,0,0,0,0,0,0,0,0,0
uce-1648_p2,0,0,0,0,0,0,0,0,0,0
uce-1649_p3,0,0,0,0,0,0,0,0,0,0
uce-1650_p1,0,0,0,0,0,0,0,0,0,0
uce-1650_p2,0,0,0,0,0,0,0,0,0,0
uce-1652_p1,0,0,0,0,0,0,0,0,0,0
uce-1653_p3,0,0,0,0,0,0,0,0,0,0
uce-1655_p1,0,0,0,0,0,0,0,0,0,0
uce-1655_p2,0,0,0,0,0,0,0,0,0,0
uce-1658_p2,0,0,0,0,0,0,0,0,0,0
uce-1659_p1,0,0,0,0,0,0,0,0,0,0
uce-1659_p2,0,0,0,0,0,0,0,0,0,0
uce-166_p1,1,1,1,1,1,1,1,1,1,1
uce-1660_p1,0,0,0,0,0,0,0,0,0,0
uce-1660_p2,0,0,0,0,0,0,0,0,0,0
uce-1660_p3,0,0,0,0,0,0,0,0,0,0
uce-1662_p1,0,0,0,0,0,0,0,0,0,0
uce-1667_p3,0,0,0,0,0,0,0,0,0,0
uce-1671_p2,0,0,0,0,0,0,0,0,0,0
uce-1675_p1,0,0,0,0,0,0,0,0,0,0
uce-1677_p3,0,0,0,0,0,0,0,0,0,0
uce-1678_p1,0,0,0,0,0,0,0,0,0,0
uce-1678_p2,0,0,0,0,0,0,0,0,0,0
uce-1679_p2,0,0,0,0,0,0,0,0,0,0
uce-1680_p1,0,0,0,0,0,0,0,0,0,0
uce-1683_p1,0,0,0,0,0,0,0,0,0,0
uce-1683_p2,0,0,0,0,0,0,0,0,0,0
uce-1683_p3,0,0,0,0,0,0,0,0,0,0
uce-1685_p1,0,0,0,0,0,0,0,0,0,0
uce-1689_p2,1,1,1,1,1,1,0,1,1,1
uce-169_p2,0,0,0,0,0,0,0,0,0,0
uce-1690_p2,0,0,0,0,0,0,0,0,0,0
uce-1692_p2,0,0,0,0,0,0,0,0,0,0
uce-1693_p1,0,0,0,0,0,0,1,0,0,0
uce-1694_p1,0,0,0,0,0,0,0,0,0,0
uce-1695_p2,0,0,0,0,0,0,0,0,0,0
uce-1698_p2,1,1,1,1,1,1,1,1,1,1
uce-17_p2,0,0,0,0,0,0,0,1,0,0
uce-170_p1,0,0,0,0,0,0,0,0,0,0
uce-170_p2,0,0,0,0,0,0,0,0,0,0
uce-1702_p1,0,0,0,0,0,0,0,0,0,0
uce-1703_p1,0,0,0,0,0,0,0,0,0,0
uce-1705_p2,0,0,0,0,0,0,1,0,0,0
uce-1706_p2,0,0,0,0,0,0,0,0,0,0
uce-1707_p1,0,0,0,0,0,0,0,0,0,0
uce-1708_p1,0,0,0,0,0,0,0,0,0,0
uce-1709_p1,0,0,0,0,0,0,0,0,0,0
uce-171_p4,1,1,1,1,1,1,1,1,1,1
uce-1713_p2,0,0,0,0,0,0,1,0,0,0
uce-1718_p1,0,0,0,0,0,0,0,0,0,0
uce-1719_p4,0,0,0,0,0,0,0,0,0,0
uce-1719_p5,0,0,0,0,0,0,0,0,0,0
uce-1719_p6,0,0,0,0,0,0,0,0,0,0
uce-1719_p7,0,0,0,0,0,0,0,0,0,0
uce-172_p1,0,0,0,0,0,0,0,0,0,0
uce-172_p2,0,0,0,0,0,0,0,0,0,0
uce-1722_p2,0,0,0,0,0,0,0,0,0,0
uce-1723_p1,0,0,0,0,0,0,0,0,0,0
uce-1723_p2,0,0,0,0,0,0,0,0,0,0
uce-173_p1,0,0,0,0,0,0,0,0,0,0
uce-1731_p1,0,0,0,0,0,0,0,0,0,0
uce-1732_p2,0,0,0,0,0,0,0,0,0,0
uce-1733_p2,0,0,0,0,0,0,0,0,0,0
uce-1736_p3,0,0,0,0,0,0,0,0,0,0
uce-1741_p1,0,0,0,0,0,0,0,0,0,0
uce-1741_p2,0,0,0,0,0,0,0,0,0,0
uce-1742_p2,1,1,1,1,1,1,1,1,1,1
uce-1743_p1,1,1,1,1,1,1,1,1,1,1
uce-1743_p2,1,1,1,1,1,1,1,1,1,1
uce-1744_p1,0,0,0,0,0,0,0,0,0,0
uce-1745_p2,0,0,0,0,0,0,0,0,0,0
uce-1746_p2,0,0,0,0,0,0,0,1,0,0
uce-1747_p1,0,0,0,0,0,0,0,0,0,0
uce-1747_p2,0,0,0,0,0,0,0,0,0,0
uce-1748_p1,0,0,0,0,0,0,0,0,0,0
uce-1749_p2,0,0,0,0,0,0,1,0,0,0
uce-175_p3,0,0,0,0,0,0,0,0,0,0
uce-1750_p1,0,0,0,0,0,0,0,0,0,0
uce-1751_p1,0,0,0,0,0,0,0,0,0,0
uce-1752_p2,0,0,0,0,0,0,0,0,0,0
uce-1753_p1,0,0,0,0,0,0,0,0,0,0
uce-1754_p1,0,0,0,0,0,0,0,0,0,0
uce-1754_p2,0,0,0,0,0,0,0,0,0,0
uce-1754_p3,0,0,0,0,0,0,0,0,0,0
uce-1756_p1,0,0,0,0,0,0,0,0,0,0
uce-1757_p3,1,1,1,1,1,1,1,1,1,1
uce-1758_p1,0,0,0,0,0,0,0,0,0,0
uce-1758_p2,0,0,0,0,0,0,0,0,0,0
uce-1759_p2,0,0,0,0,0,0,0,0,0,0
uce-1762_p2,0,0,0,0,0,0,0,0,0,0
uce-1763_p1,0,0,0,0,0,0,0,0,0,0
uce-1763_p2,0,0,0,0,0,0,0,0,0,0
uce-1765_p2,0,0,0,0,0,0,0,0,0,0
uce-1766_p1,0,0,0,0,0,0,1,0,0,0
uce-1766_p2,0,0,0,0,0,0,1,0,0,0
uce-1767_p3,0,0,0,0,0,0,0,0,0,0
uce-1768_p1,0,0,0,0,0,0,0,0,0,0
uce-1769_p1,0,0,0,0,0,0,0,0,0,0
uce-177_p2,0,0,0,0,0,0,0,0,0,0
uce-1770_p8,0,0,0,0,0,0,0,0,0,0
uce-1774_p1,1,1,1,1,1,1,1,1,1,1
uce-1775_p1,1,1,1,1,1,1,1,1,1,1
uce-1775_p2,1,1,1,1,1,1,1,1,1,1
uce-1776_p2,0,0,0,0,0,0,0,0,0,0
uce-1777_p1,0,0,0,0,0,0,0,0,0,0
uce-178_p2,0,0,0,0,0,0,0,0,0,0
uce-1780_p1,0,0,0,0,0,0,1,0,0,0
uce-1781_p3,0,0,0,0,0,0,0,0,0,0
uce-1782_p1,0,0,0,0,0,0,0,0,0,0
uce-1783_p1,0,0,0,0,0,0,0,0,0,0
uce-1783_p2,0,0,0,0,0,0,0,0,0,0
uce-1783_p3,0,0,0,0,0,0,0,0,0,0
uce-1785_p1,0,0,0,0,0,0,0,0,0,0
uce-1786_p1,0,0,0,0,0,0,0,0,0,0
uce-1787_p1,0,0,0,0,0,0,0,0,0,0
uce-1793_p1,0,0,0,0,0,0,0,0,0,0
uce-1794_p2,0,0,0,0,0,0,0,0,0,0
uce-1796_p2,1,1,1,1,1,1,1,1,1,1
uce-1798_p2,0,0,0,0,0,0,0,0,0,0
uce-18_p2,0,0,0,0,0,0,0,0,0,0
uce-180_p2,0,0,0,0,0,0,0,0,0,0
uce-1800_p2,0,0,0,0,0,0,0,0,0,0
uce-1800_p3,0,0,0,0,0,0,0,0,0,0
uce-1802_p2,0,0,0,0,0,0,0,0,0,0
uce-1804_p4,0,0,0,0,0,0,0,1,0,0
uce-1805_p1,0,0,0,0,0,0,0,0,0,0
uce-1805_p2,0,0,0,0,0,0,0,0,0,0
uce-1806_p1,0,0,0,0,1,0,0,0,0,0
uce-1806_p2,0,0,0,0,0,0,0,0,0,0
uce-1808_p5,0,0,0,0,0,0,0,0,0,0
uce-1809_p1,0,0,0,0,0,0,0,0,0,0
uce-181_p1,0,0,0,0,0,0,0,0,0,0
uce-1810_p2,1,1,1,1,1,1,1,1,1,1
uce-1811_p1,0,0,0,0,0,0,0,0,0,0
uce-1813_p1,0,0,0,0,0,0,0,0,0,0
uce-1813_p2,0,0,0,0,0,0,0,0,0,0
uce-1814_p1,0,0,0,0,0,0,0,0,0,0
uce-1816_p1,0,0,0,0,0,0,0,1,0,0
uce-1816_p2,0,0,0,0,0,0,0,1,0,0
uce-1817_p1,0,0,0,0,0,0,0,0,0,0
uce-1817_p3,0,0,0,0,0,0,0,0,0,0
uce-1819_p1,0,0,0,0,0,0,0,0,0,0
uce-1819_p2,0,0,0,0,0,0,0,0,0,0
uce-182_p7,0,0,0,0,0,0,0,0,0,0
uce-1820_p1,0,0,0,0,0,0,0,0,0,0
uce-1822_p3,0,0,0,0,0,0,0,0,0,0
uce-1823_p1,0,0,0,0,0,0,0,0,0,0
uce-1824_p1,0,0,0,0,0,0,0,0,0,0
uce-1824_p2,0,0,0,0,0,0,0,0,0,0
uce-1825_p1,0,0,0,0,0,0,0,0,0,0
uce-1826_p2,0,0,0,0,0,0,0,0,0,0
uce-1828_p4,0,0,0,0,0,0,0,0,0,0
uce-1830_p5,0,0,0,0,0,0,0,0,0,0
uce-1832_p2,0,0,0,0,0,0,0,0,0,0
uce-1834_p1,0,0,0,0,0,0,0,0,0,0
uce-1834_p2,0,0,0,0,0,0,0,0,0,0
uce-1835_p1,0,0,0,0,0,0,0,0,0,0
uce-1835_p2,0,0,0,0,0,0,0,0,0,0
uce-1836_p4,0,0,0,0,0,0,0,0,0,0
uce-1841_p2,0,0,0,0,0,0,0,1,0,0
uce-1842_p1,0,0,0,0,0,0,0,0,0,0
uce-1843_p1,0,0,0,0,0,0,0,0,0,0
uce-1845_p8,0,0,0,0,0,0,0,0,0,0
uce-1846_p2,0,0,0,0,0,0,0,0,0,0
uce-1849_p1,0,0,0,0,0,0,1,0,0,0
uce-185_p1,0,0,0,0,0,0,0,0,0,0
uce-1850_p2,0,0,0,0,0,0,0,1,0,0
uce-1858_p2,0,0,0,0,0,0,0,0,0,0
uce-1859_p1,0,0,0,0,0,0,0,0,0,0
uce-186_p2,0,0,0,0,0,0,0,0,0,0
uce-1860_p2,0,0,0,0,0,0,0,0,0,0
uce-1863_p1,1,1,1,1,1,1,1,1,1,1
uce-1864_p1,0,0,0,0,0,0,1,0,0,0
uce-1865_p1,0,0,0,0,0,0,0,0,0,0
uce-1865_p2,0,0,0,0,0,0,0,0,0,0
uce-1867_p2,0,0,0,0,0,0,0,0,0,0
uce-1868_p2,0,0,0,0,0,0,0,0,0,0
uce-1869_p1,0,0,0,0,0,0,0,1,0,0
uce-1873_p1,0,0,0,0,0,0,0,0,0,0
uce-1875_p1,1,1,1,1,1,1,1,1,1,1
uce-1877_p3,0,0,0,0,0,0,0,0,0,0
uce-1878_p2,0,0,0,0,0,0,0,0,0,0
uce-1879_p1,0,0,0,0,0,0,0,0,0,0
uce-1879_p2,0,0,0,0,0,0,0,0,0,0
uce-188_p1,0,0,0,0,0,0,0,0,1,0
uce-188_p2,0,0,0,0,0,0,0,0,1,0
uce-1880_p1,0,0,0,0,0,0,0,0,0,0
uce-1884_p2,0,0,0,0,0,0,0,0,0,0
uce-1886_p1,0,0,0,0,0,0,0,0,0,0
uce-1888_p1,0,0,0,0,0,0,0,0,0,0
uce-1889_p2,0,0,0,0,0,0,0,0,0,0
uce-1890_p2,0,0,0,0,0,0,0,0,0,0
uce-1891_p1,0,0,0,0,0,0,0,0,0,0
uce-1892_p1,0,0,0,0,0,0,0,0,0,0
uce-1892_p2,0,0,0,0,0,0,0,0,0,0
uce-1893_p1,0,0,0,0,0,0,0,0,0,0
uce-1895_p1,0,0,0,0,0,0,0,0,0,0
uce-1896_p2,0,0,0,0,0,0,0,0,0,0
uce-1897_p2,0,0,0,0,0,0,0,0,0,0
uce-1897_p3,0,0,0,0,0,0,0,0,0,0
uce-1898_p1,0,0,0,0,0,0,0,0,0,0
uce-1898_p2,0,0,0,0,0,0,0,0,0,0
uce-1899_p1,0,0,0,0,0,0,0,0,0,0
uce-19_p1,0,0,0,0,0,0,0,0,0,0
uce-19_p2,0,0,0,0,0,0,0,0,0,0
uce-190_p2,0,0,0,0,0,0,0,0,0,0
uce-1900_p2,0,0,0,0,0,0,0,0,0,0
uce-1903_p1,0,0,0,0,0,0,0,0,0,0
uce-1904_p1,0,0,0,0,0,0,0,0,0,0
uce-1904_p2,0,0,0,0,0,0,0,0,0,0
uce-1906_p1,0,0,0,0,0,0,0,1,0,0
uce-1906_p2,0,0,0,0,0,0,0,1,0,0
uce-1907_p1,0,0,0,0,0,0,0,0,0,0
uce-1908_p1,0,0,0,0,0,0,0,0,0,0
uce-1909_p1,0,0,0,0,0,0,0,0,0,0
uce-191_p5,0,0,0,0,0,0,0,0,0,0
uce-191_p6,0,0,0,0,0,0,0,0,0,0
uce-191_p7,0,0,0,0,0,0,0,0,0,0
uce-191_p8,0,0,0,0,0,0,0,0,0,0
uce-1910_p1,0,0,0,0,0,0,0,0,0,0
uce-1910_p2,0,0,0,0,0,0,0,0,0,0
uce-1910_p3,0,0,0,0,0,0,0,0,0,0
uce-1911_p1,0,0,0,0,0,0,0,0,0,0
uce-1912_p2,0,0,0,0,0,0,0,0,0,0
uce-1913_p2,0,0,0,0,0,0,0,1,0,0
uce-1914_p1,0,0,0,0,0,0,0,0,0,0
uce-1915_p1,0,0,0,0,0,0,0,0,0,0
uce-1915_p2,0,0,0,0,0,0,0,0,0,0
uce-1917_p2,0,0,0,0,0,0,1,0,0,0
uce-1918_p3,0,0,0,0,0,0,0,0,0,0
uce-1919_p1,1,1,1,1,1,1,1,1,1,1
uce-192_p2,1,1,1,1,1,1,1,1,1,1
uce-1920_p1,0,0,0,0,0,0,0,0,0,0
uce-1920_p2,0,0,0,0,0,0,0,0,0,0
uce-1922_p1,0,0,0,0,0,0,0,0,0,0
uce-1925_p2,1,1,1,1,1,1,1,1,1,1
uce-1928_p1,0,0,0,0,0,0,0,0,0,0
uce-1928_p2,0,0,0,0,0,0,0,0,0,0
uce-1929_p2,0,0,0,0,0,0,0,0,0,0
uce-1932_p3,0,0,0,0,0,0,0,0,0,0
uce-1933_p3,0,0,0,0,0,0,1,0,0,0
uce-1937_p1,0,0,0,0,0,0,0,0,0,0
uce-1938_p2,0,0,0,0,0,0,0,0,0,0
uce-1941_p1,0,0,0,0,0,0,0,0,0,0
uce-1943_p1,0,0,0,0,0,0,0,0,1,0
uce-1946_p2,0,0,0,0,0,0,0,0,0,0
uce-1948_p1,0,0,0,0,0,0,0,0,0,0
uce-195_p3,0,0,0,0,0,0,0,0,0,0
uce-1956_p1,0,0,0,0,0,0,0,0,0,0
uce-1960_p1,0,0,0,0,0,0,0,0,0,0
uce-1960_p2,0,0,0,0,0,0,0,0,0,0
uce-1961_p2,0,0,0,0,0,0,0,0,0,0
uce-1963_p1,1,1,1,1,1,1,1,1,1,1
uce-1964_p1,0,0,0,0,0,0,0,0,0,0
uce-1964_p2,0,0,0,0,0,0,0,0,0,0
uce-1964_p3,0,0,0,0,0,0,0,0,0,0
uce-1964_p4,0,0,0,0,0,0,0,0,0,0
uce-1965_p1,0,0,0,0,0,0,0,0,0,0
uce-1966_p2,0,0,0,0,0,0,1,0,0,0
uce-1967_p3,0,0,0,0,0,0,0,0,0,0
uce-1969_p1,0,0,0,0,0,0,0,0,0,0
uce-197_p1,0,0,0,0,0,0,0,0,0,0
uce-1970_p1,0,0,0,0,0,0,0,0,0,0
uce-1970_p2,0,0,0,0,0,0,0,0,0,0
uce-1970_p3,0,0,0,0,0,0,0,0,0,0
uce-1971_p1,0,0,0,0,0,0,0,0,0,0
uce-1972_p2,0,0,0,0,0,0,1,0,0,0
uce-1975_p7,1,1,1,1,1,1,1,1,1,1
uce-1975_p8,1,1,1,1,1,1,1,1,1,1
uce-1976_p2,0,0,0,0,0,0,0,0,0,0
uce-1977_p3,0,0,0,0,0,0,1,0,0,0
uce-1979_p2,0,0,0,0,0,0,0,1,0,0
uce-198_p1,0,0,0,0,0,0,0,0,0,0
uce-198_p2,0,0,0,0,0,0,0,0,0,0
uce-1980_p1,0,0,0,0,0,0,0,0,0,0
uce-1980_p2,0,0,0,0,0,0,0,0,0,0
uce-1981_p2,0,0,0,0,0,0,0,0,1,0
uce-1982_p1,0,0,0,0,0,0,0,0,0,0
uce-1983_p1,0,0,0,0,0,0,0,0,0,0
uce-1985_p1,0,0,0,0,0,0,0,0,0,0
uce-1986_p1,0,0,0,0,0,0,0,0,0,0
uce-1988_p5,0,0,0,0,0,0,0,0,0,0
uce-1989_p2,0,0,0,0,0,0,0,0,0,0
uce-1993_p2,0,0,0,0,0,0,0,0,0,0
uce-1995_p2,0,0,0,0,0,0,0,0,0,0
uce-1996_p1,1,1,1,1,1,1,1,1,1,1
uce-1996_p2,1,1,1,1,1,1,1,1,1,1
uce-1996_p3,1,1,1,1,1,1,1,1,1,1
uce-1997_p1,0,0,0,0,0,0,0,0,0,0
uce-1997_p2,0,0,0,0,0,0,0,0,0,0
uce-1998_p4,0,0,0,0,0,0,0,0,0,0
uce-1999_p3,0,0,0,0,0,0,0,0,0,0
uce-2_p1,0,0,0,0,0,0,0,0,0,0
uce-200_p1,0,0,0,0,0,0,0,0,0,0
uce-200_p2,0,0,0,0,0,0,0,0,0,0
uce-200_p3,0,0,0,0,0,0,0,0,0,0
uce-2000_p3,0,0,0,0,0,0,1,0,0,0
uce-2001_p2,1,1,1,1,1,1,0,1,1,1
uce-2003_p2,0,0,0,0,0,0,0,0,0,0
uce-2004_p3,0,0,0,0,0,0,0,0,0,0
uce-2005_p2,0,0,0,0,0,0,0,0,0,0
uce-2006_p3,0,0,0,0,0,0,0,0,0,0
uce-2007_p1,1,1,1,1,1,1,1,1,1,1
uce-2007_p2,1,1,1,1,1,1,1,1,1,1
uce-2008_p1,0,0,0,0,0,0,0,0,0,0
uce-2009_p1,0,0,0,0,0,0,0,0,0,0
uce-201_p1,0,0,0,0,0,0,0,0,0,0
uce-2010_p1,1,1,1,1,1,1,1,1,1,1
uce-2010_p2,1,1,1,1,1,1,1,1,1,1
uce-2010_p3,1,1,1,1,1,1,1,1,1,1
uce-2012_p1,0,0,0,0,0,0,0,0,0,0
uce-2012_p2,0,0,0,0,0,0,0,0,0,0
uce-2013_p2,0,0,0,0,0,0,0,0,0,0
uce-2014_p6,0,0,0,0,0,0,1,0,0,0
uce-2016_p1,0,0,0,0,0,0,0,0,0,0
uce-2018_p1,0,0,0,0,0,0,0,0,0,0
uce-2018_p2,0,0,0,0,0,0,0,0,0,0
uce-202_p2,0,0,0,0,0,0,0,1,0,0
uce-2020_p2,0,0,0,0,0,0,0,0,0,0
uce-2021_p1,1,1,1,1,1,1,1,1,1,1
uce-2023_p3,1,1,1,1,1,1,1,1,1,1
uce-2024_p2,0,0,0,0,0,0,0,0,0,0
uce-2025_p1,0,0,0,0,0,0,0,0,0,0
uce-2028_p1,0,0,0,0,0,0,0,0,0,0
uce-2028_p2,0,0,0,0,0,0,0,0,0,0
uce-2028_p3,0,0,0,0,0,0,0,0,0,0
uce-2030_p1,0,0,0,0,0,0,0,1,0,0
uce-2031_p1,0,0,0,0,0,1,0,1,1,1
uce-2033_p1,0,0,0,0,0,0,0,0,0,0
uce-2034_p1,0,0,0,0,0,0,0,0,0,0
uce-2034_p2,0,0,0,0,0,0,0,0,0,0
uce-2035_p2,1,1,0,0,1,1,0,1,1,1
uce-2036_p1,0,0,0,0,0,0,1,0,0,0
uce-2037_p1,0,0,0,0,0,0,0,0,0,0
uce-204_p2,0,0,0,0,0,0,0,0,0,0
uce-2040_p1,0,0,0,0,0,0,0,0,0,0
uce-2040_p2,0,0,0,0,0,0,0,0,0,0
uce-2041_p1,0,0,0,0,0,0,0,0,0,0
uce-2042_p1,0,0,0,0,0,0,0,0,0,0
uce-2042_p2,0,0,0,0,0,0,0,0,0,0
uce-2042_p3,0,0,0,0,0,0,0,0,0,0
uce-2042_p4,0,0,0,0,0,0,0,0,0,0
uce-2043_p1,0,0,0,0,0,0,0,0,0,0
uce-2045_p2,0,0,0,0,0,0,0,0,0,0
uce-2046_p2,0,0,0,0,0,0,0,0,0,0
uce-2048_p1,0,0,0,0,0,0,0,0,0,0
uce-2049_p2,0,0,0,0,0,0,1,0,0,0
uce-205_p1,0,0,0,0,0,0,0,0,0,0
uce-2051_p1,0,0,0,0,0,0,0,0,0,0
uce-2052_p1,0,0,0,0,0,0,0,0,0,0
uce-2053_p1,0,0,0,0,0,0,0,0,0,0
uce-2053_p2,0,0,0,0,0,0,0,0,0,0
uce-2054_p2,0,0,0,0,0,0,0,0,0,0
uce-2054_p3,0,0,0,0,0,0,0,0,0,0
uce-2054_p4,0,0,0,0,0,0,0,0,0,0
uce-2055_p1,0,0,0,0,0,0,0,0,0,0
uce-2057_p1,0,0,0,0,0,0,0,0,0,0
uce-2057_p2,0,0,0,0,0,0,0,0,0,0
uce-2060_p3,0,0,0,0,0,0,0,0,0,0
uce-2062_p3,0,0,0,0,0,0,0,0,0,0
uce-2063_p1,0,0,0,0,0,1,0,1,1,1
uce-2063_p2,0,0,0,0,0,1,0,1,1,1
uce-2064_p1,0,0,0,0,0,0,0,0,0,0
uce-2066_p1,0,0,0,0,0,0,0,0,0,0
uce-2066_p2,0,0,0,0,0,0,0,0,0,0
uce-2066_p3,0,0,0,0,0,0,0,0,0,0
uce-2066_p4,0,0,0,0,0,0,0,0,0,0
uce-2068_p2,0,0,0,0,0,0,0,0,0,0
uce-2069_p2,0,0,0,0,0,0,0,0,0,0
uce-207_p2,0,0,0,0,0,0,0,0,0,0
uce-2070_p1,0,0,0,0,0,0,0,0,0,0
uce-2073_p2,0,0,0,0,0,0,0,0,0,0
uce-2075_p1,0,0,0,0,0,0,0,0,0,0
uce-2076_p3,0,0,0,0,0,0,0,0,0,0
uce-2077_p1,0,0,0,0,0,0,0,0,0,0
uce-2079_p1,0,0,0,0,0,0,0,0,0,0
uce-208_p1,0,0,0,0,0,0,0,0,0,0
uce-2080_p1,0,0,0,0,0,0,0,0,0,0
uce-2082_p3,0,0,0,0,0,0,0,1,0,0
uce-2082_p4,0,0,0,0,0,0,0,1,0,0
uce-2083_p2,0,0,0,0,0,0,0,0,0,0
uce-2086_p1,0,0,0,0,0,0,0,0,0,0
uce-2088_p1,0,0,0,0,0,0,0,0,0,0
uce-2088_p2,0,0,0,0,0,0,0,0,0,0
uce-2089_p1,0,0,0,0,0,0,0,0,0,0
uce-2089_p2,0,0,0,0,0,0,0,0,0,0
uce-2090_p1,0,0,0,0,0,0,0,0,0,0
uce-2092_p1,0,0,0,0,0,0,0,0,0,0
uce-2092_p2,0,0,0,0,0,0,0,0,0,0
uce-2092_p3,0,0,0,0,0,0,0,0,0,0
uce-2092_p4,0,0,0,0,0,0,0,0,0,0
uce-2094_p3,0,0,0,0,0,0,0,0,0,0
uce-2096_p1,0,0,0,0,0,0,0,0,0,0
uce-2100_p1,0,0,0,0,0,0,0,0,0,0
uce-2100_p2,0,0,0,0,0,0,0,0,0,0
uce-2102_p1,0,0,0,0,0,0,0,0,0,0
